Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-08-24 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-08-25 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-08-26 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-08-29 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-08-30 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-08-31 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-09-01 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-09-02 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-09-06 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-09-07 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-09-08 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-09-09 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-09-12 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-09-13 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-09-14 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-09-15 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-09-16 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-09-19 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-09-20 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-09-21 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-09-22 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-09-23 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-09-26 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-09-27 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-09-28 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-09-29 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-09-30 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-10-03 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-10-04 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-10-05 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-10-06 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-10-07 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-10-10 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-10-11 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-10-12 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-10-13 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-10-14 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-10-17 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-10-18 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-10-19 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-10-20 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-10-21 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-10-24 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-10-25 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-10-26 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-10-27 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-10-28 00:00:00-04:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-10-31 00:00:00-05:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-11-01 00:00:00-05:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-11-02 00:00:00-05:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-11-03 00:00:00-05:00,240.0,240.0,240.0,240.0,0,0.0,0.0
2005-11-04 00:00:00-05:00,240.0,240.0,240.0,240.0,0,0.0,0.0
