Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-03-02 00:00:00-05:00,54.0,54.119998931884766,53.0,53.880001068115234,840,0.0,0.0
2018-03-05 00:00:00-05:00,54.0,55.959999084472656,53.400001525878906,55.959999084472656,375,0.0,0.0
2018-03-06 00:00:00-05:00,53.91999816894531,54.20000076293945,53.79999923706055,54.0,865,0.0,0.0
2018-03-07 00:00:00-05:00,53.400001525878906,54.0,53.400001525878906,54.0,1035,0.0,0.0
2018-03-08 00:00:00-05:00,54.0,56.400001525878906,54.0,56.400001525878906,395,0.0,0.0
2018-03-09 00:00:00-05:00,56.400001525878906,56.400001525878906,56.400001525878906,56.400001525878906,0,0.0,0.0
2018-03-12 00:00:00-04:00,53.400001525878906,54.400001525878906,20.0,27.0,6530,0.0,0.0
2018-03-13 00:00:00-04:00,27.200000762939453,39.20000076293945,27.200000762939453,35.0,2205,0.0,0.0
2018-03-14 00:00:00-04:00,36.0,37.0,31.200000762939453,35.0,540,0.0,0.0
2018-03-15 00:00:00-04:00,29.200000762939453,50.0,29.200000762939453,36.0,850,0.0,0.0
2018-03-16 00:00:00-04:00,35.599998474121094,37.79999923706055,35.0,37.79999923706055,325,0.0,0.0
2018-03-19 00:00:00-04:00,37.79999923706055,37.79999923706055,37.79999923706055,37.79999923706055,0,0.0,0.0
2018-03-20 00:00:00-04:00,37.79999923706055,37.79999923706055,37.79999923706055,37.79999923706055,0,0.0,0.0
2018-03-21 00:00:00-04:00,30.0,37.599998474121094,30.0,37.599998474121094,405,0.0,0.0
2018-03-22 00:00:00-04:00,31.0,31.0,25.0,31.0,405,0.0,0.0
2018-03-23 00:00:00-04:00,31.0,31.0,31.0,31.0,15,0.0,0.0
2018-03-26 00:00:00-04:00,31.0,31.0,31.0,31.0,0,0.0,0.0
2018-03-27 00:00:00-04:00,28.0,29.0,28.0,29.0,75,0.0,0.0
2018-03-28 00:00:00-04:00,29.0,29.0,29.0,29.0,0,0.0,0.0
2018-03-29 00:00:00-04:00,26.799999237060547,31.0,26.799999237060547,28.0,25,0.0,0.0
2018-04-02 00:00:00-04:00,27.600000381469727,27.600000381469727,25.600000381469727,25.600000381469727,255,0.0,0.0
2018-04-03 00:00:00-04:00,24.600000381469727,25.0,23.600000381469727,25.0,375,0.0,0.0
2018-04-04 00:00:00-04:00,24.0,25.399999618530273,22.0,25.0,430,0.0,0.0
2018-04-05 00:00:00-04:00,23.0,23.399999618530273,23.0,23.399999618530273,45,0.0,0.0
2018-04-06 00:00:00-04:00,23.399999618530273,23.399999618530273,23.399999618530273,23.399999618530273,0,0.0,0.0
2018-04-09 00:00:00-04:00,24.0,25.0,24.0,25.0,120,0.0,0.0
2018-04-10 00:00:00-04:00,28.200000762939453,63.0,26.600000381469727,40.0,1865,0.0,0.0
2018-04-11 00:00:00-04:00,31.200000762939453,42.0,31.200000762939453,38.0,205,0.0,0.0
2018-04-12 00:00:00-04:00,42.0,42.0,42.0,42.0,10,0.0,0.0
2018-04-13 00:00:00-04:00,39.0,42.0,37.20000076293945,42.0,205,0.0,0.0
2018-04-16 00:00:00-04:00,40.0,40.79999923706055,40.0,40.79999923706055,75,0.0,0.0
2018-04-17 00:00:00-04:00,40.79999923706055,42.0,40.79999923706055,40.79999923706055,60,0.0,0.0
2018-04-18 00:00:00-04:00,42.599998474121094,42.599998474121094,39.0,39.0,155,0.0,0.0
2018-04-19 00:00:00-04:00,38.599998474121094,38.599998474121094,38.599998474121094,38.599998474121094,5,0.0,0.0
2018-04-20 00:00:00-04:00,38.599998474121094,38.599998474121094,38.599998474121094,38.599998474121094,35,0.0,0.0
2018-04-23 00:00:00-04:00,38.599998474121094,40.599998474121094,38.599998474121094,40.0,140,0.0,0.0
2018-04-24 00:00:00-04:00,41.0,41.20000076293945,41.0,41.20000076293945,45,0.0,0.0
2018-04-25 00:00:00-04:00,41.20000076293945,41.20000076293945,41.20000076293945,41.20000076293945,0,0.0,0.0
2018-04-26 00:00:00-04:00,41.20000076293945,41.20000076293945,41.20000076293945,41.20000076293945,0,0.0,0.0
2018-04-27 00:00:00-04:00,41.20000076293945,41.20000076293945,41.20000076293945,41.20000076293945,0,0.0,0.0
